Verkiezingsuitslagen Gemeenteraad  2010 - Nederland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# geldige stemmen;6581330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# ongeldige stemmen;17101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# blanco stemmen;14703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Percentage blanco stemmen;0,22 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# kiesgerechtigden;12216546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Opkomst;6613134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Opkomstpercentage;54,13 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Partij;# Stemmen;Percentage;# Zetels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Verenigde Senioren Partij;14234;0,22 %;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GL/D66;13557;0,21 %;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PvdA/D66;6803;0,10 %;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PvdA/GL/D66/SP;6533;0,10 %;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VVD/D66;5159;0,08 %;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nederlandse Moslim Partij;3266;0,05 %;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
De Groenen;2911;0,04 %;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nieuwe Communistische Partij;2177;0,03 %;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Partij voor Mens en Spirit;1369;0,02 %;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nederlandse Klokkenluiders Partij;1336;0,02 %;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nederlandse Volks-Unie;975;0,01 %;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Naam;# geldige stemmen;# ongeldige stemmen;# blanco stemmen;Percentage blanco stemmen;# kiesgerechtigden;Opkomst;Opkomstpercentage;Lokale partijen;PvdA;VVD;CDA;D66;GL;SP;CU;SGP;Trots op Nederland Lijst Rita Verdonk;CU/SGP;PVV;PvdA/GL;FNP;PvdA/GL/D66;PvdD;Verenigde Senioren Partij;GL/D66;PvdA/D66;PvdA/GL/D66/SP;VVD/D66;Nederlandse Moslim Partij;De Groenen;Nieuwe Communistische Partij;Partij voor Mens en Spirit;Nederlandse Klokkenluiders Partij;Nederlandse Volks-Unie
Aa en Hunze;12370;16;19;0,15 %;20148;12405;61,57 %;3652;3124;2298;1107;938;1251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aalburg;6573;13;1;0,02 %;9330;6587;70,60 %;2049;448;471;1308;0;0;0;765;1532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aalsmeer;11230;21;31;0,28 %;22330;11282;50,52 %;3016;0;2760;3242;0;0;0;0;0;0;0;0;0;0;2212;0;0;0;0;0;0;0;0;0;0;0;0
Aalten;12278;19;25;0,20 %;21162;12322;58,23 %;4388;1430;2017;3560;0;0;0;883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Achtkarspelen;11689;17;18;0,15 %;21595;11724;54,29 %;1494;1949;895;2986;0;0;0;1574;0;0;0;0;0;2791;0;0;0;0;0;0;0;0;0;0;0;0;0
Alblasserdam;8144;26;21;0,26 %;14323;8191;57,19 %;0;1857;1333;1333;928;0;0;1121;1572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Albrandswaard;10149;19;26;0,26 %;18602;10194;54,80 %;4285;1491;2756;1034;0;0;0;0;0;0;583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alkmaar;37489;63;40;0,11 %;74458;37592;50,49 %;10090;6309;3694;2953;4231;4041;2894;758;0;2084;0;0;0;0;0;0;0;0;0;0;0;435;0;0;0;0;0
Almelo;26684;85;44;0,16 %;55795;26813;48,06 %;5147;4864;4552;4422;2043;1285;1942;1239;0;1190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Almere;80696;263;126;0,16 %;137463;81085;58,99 %;9120;14393;12381;3752;6693;6437;3869;2328;0;1813;0;17450;0;0;0;0;1507;0;0;0;0;953;0;0;0;0;0
Alphen aan den Rijn;29340;46;50;0,17 %;55973;29436;52,59 %;5312;3802;5826;3914;2870;2191;2150;2435;0;840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alphen-Chaam;4802;19;10;0,21 %;7407;4831;65,22 %;2896;0;387;1519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ameland;2144;5;5;0,23 %;2692;2154;80,01 %;1042;303;234;565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Amersfoort;62487;127;76;0,12 %;108378;62690;57,84 %;10902;9754;10094;5933;8017;7174;3286;5660;0;1530;0;0;0;0;0;0;0;0;0;0;0;0;0;137;0;0;0
Amstelveen;33233;73;55;0,17 %;60922;33361;54,76 %;4953;4184;8244;3237;5050;4885;1713;967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Amsterdam;307294;1777;1578;0,51 %;591062;310649;52,56 %;19694;90067;52039;10218;45524;46407;22266;3860;0;7096;0;0;0;0;0;7113;0;0;0;0;0;0;2001;0;1009;0;0
Anna Paulowna;5695;17;13;0,23 %;10890;5725;52,57 %;302;1432;2170;1791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Apeldoorn;64459;128;65;0,10 %;122225;64652;52,90 %;11542;8817;9589;9751;6164;4822;3656;5042;2724;0;0;0;0;0;0;2352;0;0;0;0;0;0;0;0;0;0;0
Appingedam;4683;8;13;0,28 %;9669;4704;48,65 %;1585;1173;370;654;502;0;0;399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arnhem;54744;146;73;0,13 %;116207;54963;47,30 %;8716;9664;7605;3671;5285;6082;9601;2192;0;1600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;328
Assen;27165;30;48;0,18 %;51114;27243;53,30 %;3871;6193;3800;3464;2823;1922;1722;3370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Asten;7466;11;12;0,16 %;12577;7489;59,55 %;2788;1367;635;1924;752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Baarle-Nassau;2843;7;5;0,18 %;5544;2855;51,50 %;1621;0;213;1009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Baarn;11117;22;15;0,13 %;19213;11154;58,05 %;2170;1721;2648;1548;1520;856;0;654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Barendrecht;17872;49;48;0,27 %;34540;17969;52,02 %;0;2289;5638;3481;1950;2137;0;0;0;0;2377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Barneveld;27261;48;15;0,06 %;38025;27324;71,86 %;3447;0;3557;4935;0;0;0;3722;6650;0;0;0;0;0;0;0;0;0;4859;0;0;0;0;0;0;91;0
Bedum;5332;6;3;0,06 %;8024;5341;66,56 %;2106;1024;315;1103;0;0;0;784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Beek;7986;35;16;0,20 %;13432;8037;59,83 %;3244;0;949;2095;0;0;0;0;0;0;0;0;0;0;1698;0;0;0;0;0;0;0;0;0;0;0;0
Beemster;4226;5;2;0,05 %;6705;4233;63,13 %;1375;547;726;695;883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Beesel;5701;11;16;0,28 %;10968;5728;52,22 %;2864;853;948;1036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bellingwedde;4217;12;8;0,19 %;7515;4237;56,38 %;851;1027;603;537;0;411;788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bergambacht;4965;9;9;0,18 %;7348;4983;67,81 %;2022;657;590;493;0;0;0;0;0;0;1203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bergeijk;7766;13;27;0,35 %;14042;7806;55,59 %;1971;1162;999;3634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bergen (NH);14319;25;21;0,15 %;25001;14365;57,46 %;3670;1511;3126;2014;1763;2235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bergen op Zoom;25826;74;35;0,14 %;52221;25935;49,66 %;11147;3331;3768;2487;2677;1260;837;319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Berkelland;20982;36;24;0,11 %;35108;21042;59,94 %;3818;3192;4018;4442;4376;1136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bernheze;11534;24;13;0,11 %;22599;11571;51,20 %;4307;0;950;2975;0;0;1650;0;0;0;0;0;1652;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bernisse;5764;18;23;0,40 %;9882;5805;58,74 %;2261;0;1391;1026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1086;0;0;0;0;0;0;0;0
Best;11489;36;14;0,12 %;21979;11539;52,50 %;3634;1131;1777;2886;2061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Beuningen;9486;20;29;0,31 %;19667;9535;48,48 %;3856;1539;1635;1339;0;1117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Beverwijk;13484;42;28;0,21 %;30606;13554;44,29 %;2404;3029;2916;1935;1228;1972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Binnenmaas;12545;13;16;0,13 %;22868;12574;54,99 %;3139;1705;2011;2604;553;786;0;505;1242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bladel;7903;9;22;0,28 %;14878;7934;53,33 %;3478;880;910;1889;0;746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Blaricum;4424;16;7;0,16 %;7088;4447;62,74 %;1975;401;1159;372;517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boarnsterhim;7930;11;33;0,42 %;14832;7974;53,76 %;1764;1314;1096;926;867;742;0;0;0;0;0;0;0;1221;0;0;0;0;0;0;0;0;0;0;0;0;0
Boekel;4363;9;16;0,37 %;7308;4388;60,04 %;2801;0;501;1061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Borger-Odoorn;10995;27;8;0,07 %;20624;11030;53,48 %;3252;2476;1699;1442;863;725;0;538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Borne;8984;18;13;0,14 %;16184;9015;55,70 %;3021;1576;959;2478;950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Borsele;10123;24;8;0,08 %;17212;10155;59,00 %;1607;1856;927;2761;744;0;0;0;0;0;2228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boskoop;6671;22;16;0,24 %;11396;6709;58,87 %;0;614;1856;1807;670;889;0;0;0;0;835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boxmeer;13566;19;27;0,20 %;22063;13612;61,70 %;6089;0;1185;3444;0;0;2848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boxtel;12561;26;23;0,18 %;23552;12610;53,54 %;6828;0;780;1264;881;0;1102;0;0;0;0;0;1706;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Breda;65689;137;106;0,16 %;137101;65932;48,09 %;5594;13001;14399;9423;9183;5922;4712;880;0;2575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brielle;6520;16;12;0,18 %;12504;6548;52,37 %;442;960;1903;970;810;0;1435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bronckhorst;16795;23;23;0,14 %;29643;16841;56,81 %;831;3009;4947;4964;1288;1292;0;0;0;0;464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brummen;8895;18;10;0,11 %;16581;8923;53,81 %;2706;2348;2526;1315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brunssum;12937;26;25;0,19 %;24148;12988;53,78 %;5079;1814;1933;990;561;0;0;0;0;719;0;0;0;0;0;0;0;1841;0;0;0;0;0;0;0;0;0
Bunnik;7997;2;1;0,01 %;11063;8000;72,31 %;2552;0;0;2655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2790;0;0;0;0;0;0
Bunschoten;9195;29;24;0,26 %;14893;9248;62,10 %;2928;0;809;2265;0;0;0;3193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buren;11269;18;14;0,12 %;20011;11301;56,47 %;3372;1919;3208;1228;982;0;0;0;0;0;0;0;0;0;0;560;0;0;0;0;0;0;0;0;0;0;0
Capelle aan den IJssel;25950;77;43;0,17 %;51166;26070;50,95 %;7963;3995;3016;1988;2295;1057;1216;1435;1917;1068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Castricum;16934;25;33;0,19 %;27062;16992;62,79 %;6406;1979;3358;2103;1436;1652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coevorden;14363;27;25;0,17 %;28161;14415;51,19 %;3625;3425;3459;2714;1140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cranendonck;8016;10;35;0,44 %;16129;8061;49,98 %;4209;1652;728;1427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cromstrijen;5957;2;2;0,03 %;10164;5961;58,65 %;1198;677;1286;1066;609;560;0;0;561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cuijk;9853;15;20;0,20 %;18922;9888;52,26 %;2764;1111;2051;1795;1514;618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Culemborg;11802;33;36;0,31 %;20659;11871;57,46 %;0;1761;3723;1281;1484;1678;1208;667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dalfsen;12873;15;19;0,15 %;20667;12907;62,45 %;4075;1599;1167;4177;0;0;0;1855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dantumadiel;8488;9;18;0,21 %;14913;8515;57,10 %;2437;1385;0;2440;0;0;0;1129;446;0;0;0;0;651;0;0;0;0;0;0;0;0;0;0;0;0;0
De Bilt;20977;30;27;0,13 %;32725;21034;64,28 %;2794;0;4512;2605;3656;0;1591;782;871;0;0;0;4166;0;0;0;0;0;0;0;0;0;0;0;0;0;0
De Marne;4833;19;31;0,64 %;8376;4883;58,30 %;0;1254;896;1343;0;816;0;524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
De Wolden;11467;14;11;0,10 %;18345;11492;62,64 %;3509;1487;2512;1839;747;687;0;686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Delft;41206;106;135;0,33 %;76480;41447;54,19 %;10833;6281;4506;4155;6445;5041;2275;1594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0
Delfzijl;10598;30;75;0,71 %;20980;10703;51,02 %;3376;2116;1730;1430;644;0;0;1302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Den Helder;20641;48;21;0,10 %;45709;20710;45,31 %;2630;2499;3137;2142;2526;1063;1935;1751;0;2958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Deurne;13153;31;38;0,29 %;24678;13222;53,58 %;6407;1408;2303;3035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Deventer;40865;73;49;0,12 %;73803;40987;55,54 %;7950;8004;5026;4154;6013;4886;2122;1446;0;1264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Diemen;9373;24;27;0,29 %;19299;9424;48,83 %;1621;1933;2050;815;887;1232;835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dinkelland;13767;22;14;0,10 %;19645;13803;70,26 %;7864;721;1418;3764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dirksland;3949;7;3;0,08 %;6381;3959;62,04 %;834;564;509;430;0;0;0;558;1054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Doesburg;5044;22;9;0,18 %;9056;5075;56,04 %;917;553;741;621;398;427;1387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Doetinchem;22433;45;29;0,13 %;43868;22507;51,31 %;0;6352;3677;4888;1929;2680;2082;0;0;0;825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dongen;10136;17;21;0,21 %;19574;10174;51,98 %;3442;1127;1955;1682;0;0;1930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dongeradeel;10404;22;4;0,04 %;18769;10430;55,57 %;1179;1286;957;3069;345;421;0;1248;0;0;0;0;0;1899;0;0;0;0;0;0;0;0;0;0;0;0;0
Dordrecht;46833;125;62;0,13 %;92512;47020;50,83 %;16811;6819;5542;3961;3235;4280;0;0;0;0;3638;0;0;0;0;0;2547;0;0;0;0;0;0;0;0;0;0
Drechterland;7985;12;8;0,10 %;14801;8005;54,08 %;2963;817;1529;1668;0;0;0;0;0;0;0;0;0;0;0;0;0;1008;0;0;0;0;0;0;0;0;0
Drimmelen;11407;20;22;0,19 %;21062;11449;54,36 %;5215;1269;1822;1272;1241;588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dronten;16313;36;23;0,14 %;29350;16372;55,78 %;1948;1931;3674;4373;1393;1429;0;1565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Druten;7914;20;9;0,11 %;13871;7943;57,26 %;6810;0;262;582;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Duiven;9715;20;12;0,12 %;19209;9747;50,74 %;3130;1371;1868;1347;0;1052;676;271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Echt-Susteren;16285;42;75;0,46 %;26227;16402;62,54 %;9266;705;1080;3646;0;1588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Edam-Volendam;12513;17;34;0,27 %;21783;12564;57,68 %;4855;1928;2659;1897;0;1174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ede;49102;79;53;0,11 %;81798;49234;60,19 %;6965;5719;7147;8677;3050;3221;0;6920;7403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eemnes;4183;10;8;0,19 %;6644;4201;63,23 %;1600;537;933;760;353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eemsmond;7662;16;18;0,23 %;12764;7696;60,29 %;1976;2122;516;1336;0;756;0;956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eersel;7907;15;20;0,25 %;14298;7942;55,55 %;2348;0;1141;2861;0;0;0;0;0;0;0;0;1557;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eindhoven;73641;167;188;0,26 %;169763;73996;43,59 %;12793;15144;11527;8472;8974;6540;6406;1331;0;2094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360;0;0
Elburg;11023;9;9;0,08 %;16742;11041;65,95 %;3887;1251;765;1579;0;0;0;1919;1622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Emmen;39960;66;39;0,10 %;86258;40065;46,45 %;10388;10177;3636;8338;2131;1745;1954;1591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Enkhuizen;7642;30;32;0,42 %;14241;7704;54,10 %;1659;1240;0;1059;0;379;1597;0;0;0;446;0;0;0;0;0;0;0;0;0;1262;0;0;0;0;0;0
Enschede;55481;172;98;0,18 %;123419;55751;45,17 %;7918;11691;8445;7238;7715;4826;3847;3519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;282;0;0;0
Epe;14584;28;14;0,10 %;26038;14626;56,17 %;3953;2040;2912;2452;854;966;0;0;0;0;1407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ermelo;12432;21;10;0,08 %;20671;12463;60,29 %;2740;0;1756;2888;0;0;0;1834;989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Etten-Leur;15908;41;8;0,05 %;32498;15957;49,10 %;6009;1725;2720;3039;1268;1147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ferwerderadiel;3766;8;9;0,24 %;6763;3783;55,94 %;679;508;386;1125;0;0;0;290;0;0;0;0;0;778;0;0;0;0;0;0;0;0;0;0;0;0;0
Franekeradeel;8735;16;18;0,21 %;15968;8769;54,92 %;2206;1307;830;1727;468;589;0;467;0;0;0;0;0;1141;0;0;0;0;0;0;0;0;0;0;0;0;0
Gaasterlƒn-Sleat;4831;8;22;0,46 %;8014;4861;60,66 %;0;743;897;1413;0;0;0;352;0;0;0;0;0;1426;0;0;0;0;0;0;0;0;0;0;0;0;0
Geertruidenberg;8123;11;9;0,11 %;16696;8143;48,77 %;3917;846;715;1241;0;769;635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Geldermalsen;11926;27;14;0,12 %;19779;11967;60,50 %;2770;1591;2733;1839;993;0;0;493;1507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Geldrop-Mierlo;14666;36;34;0,23 %;29920;14736;49,25 %;6494;0;1729;2302;1161;0;915;0;0;0;0;0;2065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gemert-Bakel;12214;22;22;0,18 %;22386;12258;54,76 %;6666;847;524;3780;397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Giessenlanden;7093;11;22;0,31 %;11000;7126;64,78 %;0;1762;2125;1565;0;0;0;1173;468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gilze en Rijen;10185;32;35;0,34 %;19882;10252;51,56 %;4862;2315;1290;1718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Goedereede;6168;7;8;0,13 %;8844;6183;69,91 %;1202;735;717;923;0;0;0;538;2053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Goes;16277;29;27;0,17 %;29126;16333;56,08 %;0;2961;2958;3564;1666;1351;1576;0;0;0;2201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Goirle;9305;17;28;0,30 %;18002;9350;51,94 %;4834;977;1062;1501;0;0;931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gorinchem;13236;29;36;0,27 %;26083;13301;50,99 %;816;3208;2526;1687;1170;1119;1344;0;0;0;1366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gouda;32170;96;64;0,20 %;54614;32330;59,20 %;5833;5804;4094;2975;2821;2755;1231;2285;1498;2874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
